symbol,emp,inc,sales,cap,gvkey,datadate,fyear,date,CARD,DISC,HACK,INSD,PHYS,PORT,STAT,UNKN
AIG,57,17798,64353,44006.2472,1487,20111231,2011,2006.449315,0,0,0,0,0,0,1,0
AIG,96,-10949,97260,NA,1487,20091231,2009,2006.449315,0,0,0,0,0,0,1,0
AMD,14.7,-3098,5808,1315.44,1161,20081231,2008,2012.270492,0,0,0,1,0,0,0,0
AMD,14.7,-3098,5808,1315.44,1161,20081231,2008,2013.032877,0,0,0,1,0,0,0,0
AMD,11.093,491,6568,3769.2,1161,20111231,2011,2012.270492,0,0,0,1,0,0,0,0
AMD,11.093,491,6568,3769.2,1161,20111231,2011,2013.032877,0,0,0,1,0,0,0,0
AMD,16.42,-3379,6013,4545,1161,20071231,2007,2012.270492,0,0,0,1,0,0,0,0
AMD,16.42,-3379,6013,4545,1161,20071231,2007,2013.032877,0,0,0,1,0,0,0,0
AMD,11.1,471,6494,5586.94,1161,20101231,2010,2012.270492,0,0,0,1,0,0,0,0
AMD,11.1,471,6494,5586.94,1161,20101231,2010,2013.032877,0,0,0,1,0,0,0,0
AMD,10.34,-1183,5422,1711.2,1161,20121231,2012,2012.270492,0,0,0,1,0,0,0,0
AMD,10.34,-1183,5422,1711.2,1161,20121231,2012,2013.032877,0,0,0,1,0,0,0,0
AMD,13.4,376,5403,6495.28,1161,20091231,2009,2012.270492,0,0,0,1,0,0,0,0
AMD,13.4,376,5403,6495.28,1161,20091231,2009,2013.032877,0,0,0,1,0,0,0,0
AMD,9.687,-403,5506,2071.92,1161,20141231,2014,2012.270492,0,0,0,1,0,0,0,0
AMD,9.687,-403,5506,2071.92,1161,20141231,2014,2013.032877,0,0,0,1,0,0,0,0
AMD,9.139,-660,3991,2273.04,1161,20151231,2015,2012.270492,0,0,0,1,0,0,0,0
AMD,9.139,-660,3991,2273.04,1161,20151231,2015,2013.032877,0,0,0,1,0,0,0,0
AMD,9.86,165.483,5847.577,13327.1262,1161,20051231,2005,2012.270492,0,0,0,1,0,0,0,0
AMD,9.86,165.483,5847.577,13327.1262,1161,20051231,2005,2013.032877,0,0,0,1,0,0,0,0
AMD,10.671,-83,5299,2805.75,1161,20131231,2013,2012.270492,0,0,0,1,0,0,0,0
AMD,10.671,-83,5299,2805.75,1161,20131231,2013,2013.032877,0,0,0,1,0,0,0,0
AMD,16.5,-166,5649,11131.45,1161,20061231,2006,2012.270492,0,0,0,1,0,0,0,0
AMD,16.5,-166,5649,11131.45,1161,20061231,2006,2013.032877,0,0,0,1,0,0,0,0
AMP,12.209,1619,12296,NA,164708,20141231,2014,2005.980822,0,0,0,0,0,1,0,0
AMP,10.472,1097,10021,14197.4699,164708,20101231,2010,2005.980822,0,0,0,0,0,1,0,0
AMP,11.093,-38,7149,NA,164708,20081231,2008,2005.980822,0,0,0,0,0,1,0,0
AMP,12.235,1029,10263,12772.9501,164708,20121231,2012,2005.980822,0,0,0,0,0,1,0,0
AMP,11.858,631,8140,NA,164708,20061231,2006,2005.980822,0,0,0,0,0,1,0,0
AMP,9.793,722,7888,NA,164708,20091231,2009,2005.980822,0,0,0,0,0,1,0,0
AMP,13,1562,12200,NA,164708,20151231,2015,2005.980822,0,0,0,0,0,1,0,0
AMP,12.039,1334,11230,NA,164708,20131231,2013,2005.980822,0,0,0,0,0,1,0,0
AMP,11.139,1076,10239,NA,164708,20111231,2011,2005.980822,0,0,0,0,0,1,0,0
AMP,11.9,574,7484,10245.9,164708,20051231,2005,2005.980822,0,0,0,0,0,1,0,0
AMP,8.75,814,8909,NA,164708,20071231,2007,2005.980822,0,0,0,0,0,1,0,0
AMTD,5.69,813,3247,17098.08,64552,20150930,2015,2005.29863,0,0,0,0,0,1,0,0
AMTD,5.69,813,3247,17098.08,64552,20150930,2015,2006.915068,0,0,0,0,0,1,0,0
AMTD,5.771,787,3129,18186.65,64552,20140930,2014,2005.29863,0,0,0,0,0,1,0,0
AMTD,5.771,787,3129,18186.65,64552,20140930,2014,2006.915068,0,0,0,0,0,1,0,0
AMTD,5.24,592.188,2566.756,9304.5803,64552,20100930,2010,2005.29863,0,0,0,0,0,1,0,0
AMTD,5.24,592.188,2566.756,9304.5803,64552,20100930,2010,2006.915068,0,0,0,0,0,1,0,0
AMTD,3.882,645.9,2632.413,NA,64552,20070930,2007,2005.29863,0,0,0,0,0,1,0,0
AMTD,3.882,645.9,2632.413,NA,64552,20070930,2007,2006.915068,0,0,0,0,0,1,0,0
AMTD,4.66,803.917,2786.972,NA,64552,20080930,2008,2005.29863,0,0,0,0,0,1,0,0
AMTD,4.66,803.917,2786.972,NA,64552,20080930,2008,2006.915068,0,0,0,0,0,1,0,0
AMTD,6.01,842,3327,18536.24,64552,20160930,2016,2005.29863,0,0,0,0,0,1,0,0
AMTD,6.01,842,3327,18536.24,64552,20160930,2016,2006.915068,0,0,0,0,0,1,0,0
AMTD,5.429,675,2771,NA,64552,20130930,2013,2005.29863,0,0,0,0,0,1,0,0
AMTD,5.429,675,2771,NA,64552,20130930,2013,2006.915068,0,0,0,0,0,1,0,0
AMTD,3.947,526.759,2139.351,NA,64552,20060930,2006,2005.29863,0,0,0,0,0,1,0,0
AMTD,3.947,526.759,2139.351,NA,64552,20060930,2006,2006.915068,0,0,0,0,0,1,0,0
AMTD,5.451,637.753,2767.485,NA,64552,20110930,2011,2005.29863,0,0,0,0,0,1,0,0
AMTD,5.451,637.753,2767.485,NA,64552,20110930,2011,2006.915068,0,0,0,0,0,1,0,0
AMTD,5.196,643.705,2423.091,11524.9497,64552,20090930,2009,2005.29863,0,0,0,0,0,1,0,0
AMTD,5.196,643.705,2423.091,11524.9497,64552,20090930,2009,2006.915068,0,0,0,0,0,1,0,0
AMTD,2.052,339.753,1144.552,8718.0867,64552,20050930,2005,2005.29863,0,0,0,0,0,1,0,0
AMTD,2.052,339.753,1144.552,8718.0867,64552,20050930,2005,2006.915068,0,0,0,0,0,1,0,0
AMTD,5.312,586,2647,NA,64552,20120930,2012,2005.29863,0,0,0,0,0,1,0,0
AMTD,5.312,586,2647,NA,64552,20120930,2012,2006.915068,0,0,0,0,0,1,0,0
ARW,11.3,123.512,14684.101,3548.1071,1773,20091231,2009,2010.180822,0,0,0,0,0,1,0,0
ARW,11.3,123.512,14684.101,3548.1071,1773,20091231,2009,2010.180822,0,0,0,0,0,1,0,0
ARW,12.6,407.792,15984.992,4824.6446,1773,20071231,2007,2010.180822,0,0,0,0,0,1,0,0
ARW,12.6,407.792,15984.992,4824.6446,1773,20071231,2007,2010.180822,0,0,0,0,0,1,0,0
ARW,11.4,253.609,11164.196,3844.0484,1773,20051231,2005,2010.180822,0,0,0,0,0,1,0,0
ARW,11.4,253.609,11164.196,3844.0484,1773,20051231,2005,2010.180822,0,0,0,0,0,1,0,0
ARW,15.7,598.81,21390.264,4182.9617,1773,20111231,2011,2010.180822,0,0,0,0,0,1,0,0
ARW,15.7,598.81,21390.264,4182.9617,1773,20111231,2011,2010.180822,0,0,0,0,0,1,0,0
ARW,12.7,-613.739,16761.009,2247.7627,1773,20081231,2008,2010.180822,0,0,0,0,0,1,0,0
ARW,12.7,-613.739,16761.009,2247.7627,1773,20081231,2008,2010.180822,0,0,0,0,0,1,0,0
ARW,16.5,506.332,20405.128,4036.5181,1773,20121231,2012,2010.180822,0,0,0,0,0,1,0,0
ARW,16.5,506.332,20405.128,4036.5181,1773,20121231,2012,2010.180822,0,0,0,0,0,1,0,0
ARW,16.5,399.42,21357.285,5421.528,1773,20131231,2013,2010.180822,0,0,0,0,0,1,0,0
ARW,16.5,399.42,21357.285,5421.528,1773,20131231,2013,2010.180822,0,0,0,0,0,1,0,0
ARW,18.5,497.726,23282.02,4926.2081,1773,20151231,2015,2010.180822,0,0,0,0,0,1,0,0
ARW,18.5,497.726,23282.02,4926.2081,1773,20151231,2015,2010.180822,0,0,0,0,0,1,0,0
ARW,12,388.331,13577.112,3862.3195,1773,20061231,2006,2010.180822,0,0,0,0,0,1,0,0
ARW,12,388.331,13577.112,3862.3195,1773,20061231,2006,2010.180822,0,0,0,0,0,1,0,0
ARW,17,498.045,22768.674,5551.3616,1773,20141231,2014,2010.180822,0,0,0,0,0,1,0,0
ARW,17,498.045,22768.674,5551.3616,1773,20141231,2014,2010.180822,0,0,0,0,0,1,0,0
ARW,12.7,479.63,18744.676,3926.6598,1773,20101231,2010,2010.180822,0,0,0,0,0,1,0,0
ARW,12.7,479.63,18744.676,3926.6598,1773,20101231,2010,2010.180822,0,0,0,0,0,1,0,0
AWI,9.8,11,2766.4,2497.053,175689,20101231,2010,2006.561644,0,0,0,0,0,1,0,0
AWI,12.2,81,3393,1233.3994,175689,20081231,2008,2006.561644,0,0,0,0,0,1,0,0
AWI,10.8,77.7,2780,2235.9056,175689,20091231,2009,2006.561644,0,0,0,0,0,1,0,0
AWI,8.7,94.1,2719.9,3134.3873,175689,20131231,2013,2006.561644,0,0,0,0,0,1,0,0
AWI,9.1,112.4,2859.5,2563.1048,175689,20111231,2011,2006.561644,0,0,0,0,0,1,0,0
AWI,7.4,63.8,2515.3,2818.0411,175689,20141231,2014,2006.561644,0,0,0,0,0,1,0,0
AWI,14.5,1358,3425.9,2377.6975,175689,20061231,2006,2006.561644,0,0,0,0,0,1,0,0
AWI,8.5,131.3,2618.9,2989.7218,175689,20121231,2012,2006.561644,0,0,0,0,0,1,0,0
AWI,7.6,94.2,2420,2531.5671,175689,20151231,2015,2006.561644,0,0,0,0,0,1,0,0
AWI,14.9,111.1,3558.4,NA,175689,20051231,2005,2006.561644,0,0,0,0,0,1,0,0
AWI,12.9,145.3,3549.7,2279.4112,175689,20071231,2007,2006.561644,0,0,0,0,0,1,0,0
AXP,63.5,4482,33808,NA,1447,20121231,2012,2013.991781,0,0,0,0,0,0,0,1
AXP,63.5,4482,33808,NA,1447,20121231,2012,2009.616438,0,0,0,1,0,0,0,0
AXP,62.8,5359,34932,96536.72,1447,20131231,2013,2013.991781,0,0,0,0,0,0,0,1
AXP,62.8,5359,34932,96536.72,1447,20131231,2013,2009.616438,0,0,0,1,0,0,0,0
AXP,67.7,4012,31634,60239.16,1447,20071231,2007,2013.991781,0,0,0,0,0,0,0,1
AXP,67.7,4012,31634,60239.16,1447,20071231,2007,2009.616438,0,0,0,1,0,0,0,0
AXP,65.8,3734,25457,63861.86,1447,20051231,2005,2013.991781,0,0,0,0,0,0,0,1
AXP,65.8,3734,25457,63861.86,1447,20051231,2005,2009.616438,0,0,0,1,0,0,0,0
AXP,62.5,4935,32282,NA,1447,20111231,2011,2013.991781,0,0,0,0,0,0,0,1
AXP,62.5,4935,32282,NA,1447,20111231,2011,2009.616438,0,0,0,1,0,0,0,0
AXP,58.3,2130,26519,48299.84,1447,20091231,2009,2013.991781,0,0,0,0,0,0,0,1
AXP,58.3,2130,26519,48299.84,1447,20091231,2009,2009.616438,0,0,0,1,0,0,0,0
AXP,54,5885,35280,NA,1447,20141231,2014,2013.991781,0,0,0,0,0,0,0,1
AXP,54,5885,35280,NA,1447,20141231,2014,2009.616438,0,0,0,1,0,0,0,0
AXP,61,4057,30242,NA,1447,20101231,2010,2013.991781,0,0,0,0,0,0,0,1
AXP,61,4057,30242,NA,1447,20101231,2010,2009.616438,0,0,0,1,0,0,0,0
AXP,65.4,3707,28710,72743.33,1447,20061231,2006,2013.991781,0,0,0,0,0,0,0,1
AXP,65.4,3707,28710,72743.33,1447,20061231,2006,2009.616438,0,0,0,1,0,0,0,0
AXP,66,2699,31920,21518,1447,20081231,2008,2013.991781,0,0,0,0,0,0,0,1
AXP,66,2699,31920,21518,1447,20081231,2008,2009.616438,0,0,0,1,0,0,0,0
AXP,54.8,5163,34441,NA,1447,20151231,2015,2013.991781,0,0,0,0,0,0,0,1
AXP,54.8,5163,34441,NA,1447,20151231,2015,2009.616438,0,0,0,1,0,0,0,0
BA,153,2572,54845,53422.9285,2285,20051231,2005,2005.882192,0,0,0,0,0,1,0,0
BA,153,2572,54845,53422.9285,2285,20051231,2005,2006.947945,0,0,0,0,0,1,0,0
BA,153,2572,54845,53422.9285,2285,20051231,2005,2006.30137,0,0,0,0,0,1,0,0
BA,153,2572,54845,53422.9285,2285,20051231,2005,2006.871233,0,0,0,0,0,1,0,0
BA,162.2,2672,60909,29789.5485,2285,20081231,2008,2005.882192,0,0,0,0,0,1,0,0
BA,162.2,2672,60909,29789.5485,2285,20081231,2008,2006.947945,0,0,0,0,0,1,0,0
BA,162.2,2672,60909,29789.5485,2285,20081231,2008,2006.30137,0,0,0,0,0,1,0,0
BA,162.2,2672,60909,29789.5485,2285,20081231,2008,2006.871233,0,0,0,0,0,1,0,0
BA,154,2215,61530,67326.1502,2285,20061231,2006,2005.882192,0,0,0,0,0,1,0,0
BA,154,2215,61530,67326.1502,2285,20061231,2006,2006.947945,0,0,0,0,0,1,0,0
BA,154,2215,61530,67326.1502,2285,20061231,2006,2006.30137,0,0,0,0,0,1,0,0
BA,154,2215,61530,67326.1502,2285,20061231,2006,2006.871233,0,0,0,0,0,1,0,0
BA,157.1,1312,68281,39314.1318,2285,20091231,2009,2005.882192,0,0,0,0,0,1,0,0
BA,157.1,1312,68281,39314.1318,2285,20091231,2009,2006.947945,0,0,0,0,0,1,0,0
BA,157.1,1312,68281,39314.1318,2285,20091231,2009,2006.30137,0,0,0,0,0,1,0,0
BA,157.1,1312,68281,39314.1318,2285,20091231,2009,2006.871233,0,0,0,0,0,1,0,0
BA,161.4,5176,96114,96387.1642,2285,20151231,2015,2005.882192,0,0,0,0,0,1,0,0
BA,161.4,5176,96114,96387.1642,2285,20151231,2015,2006.947945,0,0,0,0,0,1,0,0
BA,161.4,5176,96114,96387.1642,2285,20151231,2015,2006.30137,0,0,0,0,0,1,0,0
BA,161.4,5176,96114,96387.1642,2285,20151231,2015,2006.871233,0,0,0,0,0,1,0,0
BA,159.3,4074,66387,64430.1203,2285,20071231,2007,2005.882192,0,0,0,0,0,1,0,0
BA,159.3,4074,66387,64430.1203,2285,20071231,2007,2006.947945,0,0,0,0,0,1,0,0
BA,159.3,4074,66387,64430.1203,2285,20071231,2007,2006.30137,0,0,0,0,0,1,0,0
BA,159.3,4074,66387,64430.1203,2285,20071231,2007,2006.871233,0,0,0,0,0,1,0,0
BA,174.4,3900,81698,56944.3522,2285,20121231,2012,2005.882192,0,0,0,0,0,1,0,0
BA,174.4,3900,81698,56944.3522,2285,20121231,2012,2006.947945,0,0,0,0,0,1,0,0
BA,174.4,3900,81698,56944.3522,2285,20121231,2012,2006.30137,0,0,0,0,0,1,0,0
BA,174.4,3900,81698,56944.3522,2285,20121231,2012,2006.871233,0,0,0,0,0,1,0,0
BA,165.5,5446,90762,91860.5054,2285,20141231,2014,2005.882192,0,0,0,0,0,1,0,0
BA,165.5,5446,90762,91860.5054,2285,20141231,2014,2006.947945,0,0,0,0,0,1,0,0
BA,165.5,5446,90762,91860.5054,2285,20141231,2014,2006.30137,0,0,0,0,0,1,0,0
BA,165.5,5446,90762,91860.5054,2285,20141231,2014,2006.871233,0,0,0,0,0,1,0,0
BA,160.5,3307,64306,47983.0023,2285,20101231,2010,2005.882192,0,0,0,0,0,1,0,0
BA,160.5,3307,64306,47983.0023,2285,20101231,2010,2006.947945,0,0,0,0,0,1,0,0
BA,160.5,3307,64306,47983.0023,2285,20101231,2010,2006.30137,0,0,0,0,0,1,0,0
BA,160.5,3307,64306,47983.0023,2285,20101231,2010,2006.871233,0,0,0,0,0,1,0,0
BA,171.7,4018,68735,54624.1118,2285,20111231,2011,2005.882192,0,0,0,0,0,1,0,0
BA,171.7,4018,68735,54624.1118,2285,20111231,2011,2006.947945,0,0,0,0,0,1,0,0
BA,171.7,4018,68735,54624.1118,2285,20111231,2011,2006.30137,0,0,0,0,0,1,0,0
BA,171.7,4018,68735,54624.1118,2285,20111231,2011,2006.871233,0,0,0,0,0,1,0,0
BA,168.4,4585,86623,102009.7597,2285,20131231,2013,2005.882192,0,0,0,0,0,1,0,0
BA,168.4,4585,86623,102009.7597,2285,20131231,2013,2006.947945,0,0,0,0,0,1,0,0
BA,168.4,4585,86623,102009.7597,2285,20131231,2013,2006.30137,0,0,0,0,0,1,0,0
BA,168.4,4585,86623,102009.7597,2285,20131231,2013,2006.871233,0,0,0,0,0,1,0,0
BAC,282,1446,129913,58579.8153,7647,20111231,2011,2005.150685,0,0,0,0,0,1,0,0
BAC,209.718,14982,119190,183107.1351,7647,20071231,2007,2005.150685,0,0,0,0,0,1,0,0
BAC,288,-2238,134194,134535.9677,7647,20101231,2010,2005.150685,0,0,0,0,0,1,0,0
BAC,176.638,16465,85064,184585.6012,7647,20051231,2005,2005.150685,0,0,0,0,0,1,0,0
BAC,267.19,4188,99708,125135.645,7647,20121231,2012,2005.150685,0,0,0,0,0,1,0,0
BAC,223.715,4833,95181,188140.9364,7647,20141231,2014,2005.150685,0,0,0,0,0,1,0,0
BAC,203.425,21133,115689,238020.6819,7647,20061231,2006,2005.150685,0,0,0,0,0,1,0,0
BAC,213.28,15888,93056,174699.86,7647,20151231,2015,2005.150685,0,0,0,0,0,1,0,0
BAC,284,6276,150450,130272.6746,7647,20091231,2009,2005.150685,0,0,0,0,0,1,0,0
BAC,243.075,4008,113106,70645.4989,7647,20081231,2008,2005.150685,0,0,0,0,0,1,0,0
BAC,242.117,11431,101697,164914.4506,7647,20131231,2013,2005.150685,0,0,0,0,0,1,0,0
BC,15.356,71.9,3748,1609.2182,2444,20111231,2011,2008.303279,0,0,0,0,0,0,1,0
BC,28,133.9,5665,2898.6573,2444,20061231,2006,2008.303279,0,0,0,0,0,0,1,0
BC,12.165,245.7,3838.7,4751.4944,2444,20141231,2014,2008.303279,0,0,0,0,0,0,1,0
BC,15.29,-110.6,3403.3,1661.5071,2444,20101231,2010,2008.303279,0,0,0,0,0,0,1,0
BC,12.607,241.4,4105.7,4586.9646,2444,20151231,2015,2008.303279,0,0,0,0,0,0,1,0
BC,15.003,-586.2,2776.1,1121.8227,2444,20091231,2009,2008.303279,0,0,0,0,0,0,1,0
BC,16.177,50,3717.6,2607.3658,2444,20121231,2012,2008.303279,0,0,0,0,0,0,1,0
BC,27.5,385.4,5923.8,3889.4136,2444,20051231,2005,2008.303279,0,0,0,0,0,0,1,0
BC,15.701,769.2,3887.5,4256.3585,2444,20131231,2013,2008.303279,0,0,0,0,0,0,1,0
BC,19.76,-788.1,4708.7,369.4065,2444,20081231,2008,2008.303279,0,0,0,0,0,0,1,0
BC,27.05,111.6,5671.2,1490.9543,2444,20071231,2007,2008.303279,0,0,0,0,0,0,1,0
C,241,7313,90572,NA,3243,20141231,2014,2011.627397,0,0,0,0,0,0,0,1
C,241,7313,90572,NA,3243,20141231,2014,2007.60274,0,0,0,0,0,1,0,0
C,241,7313,90572,NA,3243,20141231,2014,2006.750685,0,0,0,0,0,1,0,0
C,241,7313,90572,NA,3243,20141231,2014,2005.427397,0,0,0,0,0,1,0,0
C,269,-1606,104159,NA,3243,20091231,2009,2011.627397,0,0,0,0,0,0,0,1
C,269,-1606,104159,NA,3243,20091231,2009,2007.60274,0,0,0,0,0,1,0,0
C,269,-1606,104159,NA,3243,20091231,2009,2006.750685,0,0,0,0,0,1,0,0
C,269,-1606,104159,NA,3243,20091231,2009,2005.427397,0,0,0,0,0,1,0,0
C,326.9,-27684,104605,NA,3243,20081231,2008,2011.627397,0,0,0,0,0,0,0,1
C,326.9,-27684,104605,NA,3243,20081231,2008,2007.60274,0,0,0,0,0,1,0,0
C,326.9,-27684,104605,NA,3243,20081231,2008,2006.750685,0,0,0,0,0,1,0,0
C,326.9,-27684,104605,NA,3243,20081231,2008,2005.427397,0,0,0,0,0,1,0,0
C,387,3617,157333,NA,3243,20071231,2007,2011.627397,0,0,0,0,0,0,0,1
C,387,3617,157333,NA,3243,20071231,2007,2007.60274,0,0,0,0,0,1,0,0
C,387,3617,157333,NA,3243,20071231,2007,2006.750685,0,0,0,0,0,1,0,0
C,387,3617,157333,NA,3243,20071231,2007,2005.427397,0,0,0,0,0,1,0,0
C,231,17242,88275,152832.1883,3243,20151231,2015,2011.627397,0,0,0,0,0,0,0,1
C,231,17242,88275,152832.1883,3243,20151231,2015,2007.60274,0,0,0,0,0,1,0,0
C,231,17242,88275,152832.1883,3243,20151231,2015,2006.750685,0,0,0,0,0,1,0,0
C,231,17242,88275,152832.1883,3243,20151231,2015,2005.427397,0,0,0,0,0,1,0,0
C,259,7541,96997,NA,3243,20121231,2012,2011.627397,0,0,0,0,0,0,0,1
C,259,7541,96997,NA,3243,20121231,2012,2007.60274,0,0,0,0,0,1,0,0
C,259,7541,96997,NA,3243,20121231,2012,2006.750685,0,0,0,0,0,1,0,0
C,259,7541,96997,NA,3243,20121231,2012,2005.427397,0,0,0,0,0,1,0,0
C,307,24589,119750,NA,3243,20051231,2005,2011.627397,0,0,0,0,0,0,0,1
C,307,24589,119750,NA,3243,20051231,2005,2007.60274,0,0,0,0,0,1,0,0
C,307,24589,119750,NA,3243,20051231,2005,2006.750685,0,0,0,0,0,1,0,0
C,307,24589,119750,NA,3243,20051231,2005,2005.427397,0,0,0,0,0,1,0,0
